wd_id,nombre,iso_master,status,lang,via,ciudad,city_qid,pais_ciudad,lat,lon
Q3811204,Julián Coronel,PRY,OK_ciudad,es,link,Asunción,Q2933,,-25.28,-57.6344
Q485833,Byung-deuk Cho,KOR,OK_ciudad,es,link,Ganghwa,Q50205,KOR,37.7389,126.4894
Q497856,Jong-soo Chung,KOR,solo_pais,en,link,South Korea,Q884,KOR,36,128
Q486635,Yong-hwan Chung,KOR,OK_ciudad,en,link,Busan,Q16520,KOR,35.18,129.075
Q491645,Pyung-seok Kim,KOR,solo_pais,es,link,Corea del Sur,Q884,KOR,36,128
Q487311,Soo-jin Noh,KOR,solo_pais,en,text,South Korea,Q884,KOR,36,128
Q496110,Byung-ok Yoo,KOR,solo_pais,en,link,South Korea,Q884,KOR,36,128
Q495870,Yun-kyo Oh,KOR,OK_ciudad,en,link,Seosan,Q42105,KOR,36.7817,126.4522
Q485852,Deuk-soo Kang,KOR,solo_pais,en,link,South Korea,Q884,KOR,36,128
Q2339265,José Serrizuela,ARG,ciudad_sin_resolver,es,link,Tala Pozo (Tucumán),,,,
Q563065,Philippe Albert,BEL,OK_ciudad,es,link,Bouillon,Q843310,FRA,43.4942,-0.5011
Q3857255,Miguel Davis,CRI,OK_ciudad,es,link,Pocora,Q3906874,CRI,10.143,-83.6335
Q3943228,Rónald Marín,CRI,OK_ciudad,pt,link,San José,Q3070,CRI,9.9327,-84.0796
Q920250,Ján Kocian,SVK,OK_ciudad,pt,link,Zlaté Moravce,Q207226,SVK,48.3781,18.3964
Q2628960,Ashraf Kasem,EGY,solo_pais,es,link,Egipto,Q79,EGY,27,29
Q2438955,Magdy Tolba,EGY,solo_pais,en,text,Egypt,Q79,EGY,27,29
Q2628649,Ayman Shawky,EGY,solo_pais,en,link,Egypt,Q79,EGY,27,29
Q1984189,Adel Abdel Rahman,EGY,solo_pais,es,link,Egipto,Q79,EGY,27,29
Q2439720,Ayman Taher,EGY,solo_pais,en,link,Egypt,Q79,EGY,27,29
Q487469,Poong-joo Kim,KOR,solo_pais,en,text,South Korea,Q884,KOR,36,128
Q487477,Deok-yeo Yoon,KOR,OK_ciudad,fr,link,Seúl,Q8684,KOR,37.56,126.99
Q486627,Hae-won Chung,KOR,solo_pais,es,link,Corea del Sur,Q884,KOR,36,128
Q3807943,Gi-dong Jeong,KOR,solo_pais,en,link,South Korea,Q884,KOR,36,128
Q486937,In-young Choi,KOR,OK_ciudad,pt,link,Paju,Q42153,KOR,37.8328,126.8169
Q684263,Khalil Ghanim,ARE,solo_pais,en,link,United Arab Emirates,Q878,ARE,24.4,54.3
Q1984448,Mubarak Ghanim,ARE,sin_birthplace_en_wiki,,,,,,,
Q3603415,Abdualla Sultan,ARE,OK_ciudad,es,link,Sarja,Q188810,ARE,25.35,55.4331
Q123421699,Abdulrahman Mohamed,,sin_birthplace_en_wiki,,,,,,,
Q3814928,Khalid Ismaïl,ARE,OK_ciudad,es,link,Dubái,Q613,ARE,25.2644,55.3117
Q3603400,Abdulaziz Mohamed,ARE,solo_pais,es,link,Emiratos Árabes Unidos,Q878,ARE,24.4,54.3
Q730188,Hussain Ghuloum,ARE,OK_ciudad,es,link,Sarja,Q188810,ARE,25.35,55.4331
Q3783615,Hassan Mohamed,ARE,OK_ciudad,es,link,Dubái,Q613,ARE,25.2644,55.3117
Q1984432,Nasir Khamees,ARE,solo_pais,en,link,United Arab Emirates,Q878,ARE,24.4,54.3
Q3791593,Ibrahim Meer,ARE,OK_ciudad,es,link,Sarja,Q188810,ARE,25.35,55.4331
Q3860112,Mohamed Salim,ARE,solo_pais,en,link,United Arab Emirates,Q878,ARE,24.4,54.3
Q3738369,Fahad Abdulrahman,ARE,solo_pais,en,link,Trucial States,Q1852345,GBR,23.7833,54
Q3720770,Eissa Meer,ARE,OK_ciudad,es,link,Sarja,Q188810,ARE,25.35,55.4331
Q1984425,Yousuf Hussain,ARE,solo_pais,es,link,Estados de la Tregua,Q1852345,GBR,23.7833,54
Q3603418,Abdulrahman Al-Haddad,ARE,OK_ciudad,es,link,Sarja,Q188810,ARE,25.35,55.4331
Q3603420,Abdulqadir Hassan,ARE,solo_pais,en,link,Trucial States,Q1852345,GBR,23.7833,54
Q11781402,Christopher Sullivan,,sin_birthplace_en_wiki,,,,,,,
Q112421409,Gabriel Correa,,sin_birthplace_en_wiki,,,,,,,
Q610234,Alexis Alexandris,GRC,OK_ciudad,es,link,Kiato,Q3555045,GRC,38.0102,22.7493
Q2626745,Alexis Alexiou,GRC,OK_ciudad,en,link,Salónica,Q17151,GRC,40.6403,22.9356
Q1983332,Said Dghay,MAR,sin_birthplace_en_wiki,,,,,,,
Q1983853,Abdelmajid Bouyboud,MAR,solo_pais,en,link,Morocco,Q1028,MAR,32,-6
Q3603403,Abdullah Al-Dosari,SAU,solo_pais,es,link,Arabia Saudita,Q851,SAU,23.7167,44.1167
Q2560378,Abdullah Sulaiman Zubromawi,SAU,OK_ciudad,es,link,Yeda,Q374365,SAU,21.5428,39.1728
Q2440359,Fahad Al-Ghesheyan,SAU,OK_ciudad,es,link,Riad,Q3692,SAU,24.65,46.71
Q548362,Fahad Al-Mehallel,SAU,OK_ciudad,es,link,Riad,Q3692,SAU,24.65,46.71
Q3980345,Talal Jebreen,SAU,solo_pais,en,link,Saudi Arabia,Q851,SAU,23.7167,44.1167
Q4022587,Yassir Al-Taifi,SAU,solo_pais,en,link,Saudi Arabia,Q851,SAU,23.7167,44.1167
Q3631289,Awad Al-Anazi,SAU,solo_pais,en,link,Saudi Arabia,Q851,SAU,23.7167,44.1167
Q2408967,Hamzah Saleh,SAU,OK_ciudad,es,link,Medina,Q35484,SAU,24.47,39.61
Q959580,Hussein Al-Sadiq,SAU,solo_pais,en,link,Saudi Arabia,Q851,SAU,23.7167,44.1167
Q3791584,Ibrahim Al-Helwah,SAU,solo_pais,en,link,Saudi Arabia,Q851,SAU,23.7167,44.1167
Q1773046,Jong-son Chung,KOR,solo_pais,en,text,South Korea,Q884,KOR,36,128
Q491859,Pan-keun Kim,KOR,OK_ciudad,pt,link,Paju,Q42153,KOR,37.8328,126.8169
Q496138,Jung-bae Park,KOR,OK_ciudad,es,link,Gyeongsang del Sur,Q41151,KOR,35.238,128.6919
Q491614,Ik-soo An,KOR,solo_pais,en,text,South Korea,Q884,KOR,36,128
Q168406,Moon-sik Choi,KOR,OK_ciudad,en,link,Seúl,Q8684,KOR,37.56,126.99
Q491587,Chul-woo Park,KOR,solo_pais,en,text,South Korea,Q884,KOR,36,128
Q1362689,Frank Klopas,GRC,OK_ciudad,pt,text,Prosimna,Q2113414,GRC,37.7129,22.8411
Q7964355,Walter Boyd,,sin_birthplace_en_wiki,,,,,,,
Q973201,Mohammed Al-Jahani,SAU,OK_ciudad,en,link,Yeda,Q374365,SAU,21.5428,39.1728
Q1381051,Obeid Al-Dosari,SAU,OK_ciudad,en,link,La Meca,Q5806,SAU,21.4225,39.8261
Q117358249,Ibrahim Al-Harbi,,sin_birthplace_en_wiki,,,,,,,
Q2618177,Abdulaziz Al-Janoubi,SAU,solo_pais,en,link,Saudi Arabia,Q851,SAU,23.7167,44.1167
Q137690925,Jonathan Gould,,sin_birthplace_en_wiki,,,,,,,
Q1773056,Hyung-seok Jang,KOR,solo_pais,en,link,South Korea,Q884,KOR,36,128
Q2623543,Sabri Jaballah,TUN,solo_pais,en,link,Tunisia,Q948,TUN,34,10
Q313000,Mauricio Pochettino,ARG,OK_ciudad,pt,link,Murphy,Q2563087,ARG,-33.6167,-61.8667
Q44309,Daniel Van Buyten,BEL,OK_ciudad,es,link,Chimay,Q95380,BEL,50.0479,4.3173
Q2308096,Daniel Vallejos,CRI,OK_ciudad,es,link,Nicoya,Q2486629,CRI,10.1062,-85.4862
Q649431,Juan José Rodríguez,CRI,OK_ciudad,en,link,Cantón de Grecia,Q2594049,CRI,10.0722,-84.3111
Q2602724,Mohsin Al-Harthi,SAU,solo_pais,en,link,Saudi Arabia,Q851,SAU,23.7167,44.1167
Q317745,Abdullah Al-Jumaan,SAU,solo_pais,es,link,Arabia Saudita,Q851,SAU,23.7167,44.1167
Q317750,Abdullah Al-Waked,SAU,solo_pais,es,link,Arabia Saudita,Q851,SAU,23.7167,44.1167
Q285371,Al Hasan Al-Yami,SAU,OK_ciudad,en,link,Khafji,Q1771721,SAU,28.4211,48.4956
Q2735301,Mohammed Al-Khojali,SAU,OK_ciudad,es,link,Riad,Q3692,SAU,24.65,46.71
Q656965,Mansour Al-Thagafi,SAU,solo_pais,en,link,Saudi Arabia,Q851,SAU,23.7167,44.1167
Q2604264,Pape Malick Diop,SEN,ciudad_sin_resolver,es,link,Cherif-Lô,,,,
Q2602947,Moussa N'Diaye,SEN,ciudad_sin_resolver,es,link,Piré,,,,
Q2435816,Ahmed El-Jaouachi,TUN,solo_pais,en,text,Tunisia,Q948,TUN,34,10
Q47026,Gérard Gnanhouan,CIV,OK_ciudad,es,link,Adzopé,Q1270691,CIV,6.1035,-3.8648
Q400901,Ahmed Al-Bahri,SAU,solo_pais,es,link,Arabia Saudita,Q851,SAU,23.7167,44.1167
Q175196,Mohammad Massad,SAU,OK_ciudad,es,link,Yeda,Q374365,SAU,21.5428,39.1728
Q726604,Mohammad Khouja,SAU,OK_ciudad,en,link,Medina,Q35484,SAU,24.47,39.61
Q188983,Giorgos Karagounis,GRC,OK_ciudad,es,link,Pirgos,Q216307,GRC,37.673,21.4395
Q14132,Song-chol Nam,,sin_birthplace_en_wiki,,,,,,,
Q821740,Kyong-il Kim,,sin_birthplace_en_wiki,,,,,,,
Q313160,Radoslav Zabavník,SVK,OK_ciudad,es,link,Q25409,Q25409,SVK,48.7167,21.25
Q381199,Ján Kozák,SVK,OK_ciudad,en,link,Q25409,Q25409,SVK,48.7167,21.25
Q349131,Marek Sapara,SVK,OK_ciudad,pt,link,Q25409,Q25409,SVK,48.7167,21.25
Q128856,Erik Jendrišek,SVK,OK_ciudad,es,link,Trstená,Q847350,SVK,49.3667,19.6167
Q208680,Walter Gargano,URY,OK_ciudad,es,link,Paysandú,Q309442,URY,-32.3218,-58.0892
Q309808,Nicolás Lodeiro,URY,OK_ciudad,es,link,Paysandú,Q309442,URY,-32.3218,-58.0892
Q315674,Egidio Arévalo Ríos,URY,OK_ciudad,es,link,Paysandú,Q309442,URY,-32.3218,-58.0892
Q312534,Kostas Mitroglou,GRC,OK_ciudad,es,link,Kavala,Q187352,GRC,40.9396,24.4069
Q719197,Panagiotis Tachtsidis,GRC,OK_ciudad,es,link,Nauplia,Q202337,GRC,37.5658,22.8
Q17074511,Ederson,BRA,OK_ciudad,es,link,Q4035,Q4035,BRA,-23.5328,-46.7919
Q166285,Fabian Delph,GBR,OK_ciudad,es,link,Q22905,Q22905,GBR,53.794,-1.751
Q20675902,Abdiel Arroyo,PAN,OK_ciudad,es,link,Ciudad de Colón,Q12825018,PAN,9.3598,-79.9004
Q13615295,Álex Rodríguez,PAN,OK_ciudad,es,link,Ciudad de Panamá,Q3306,PAN,8.9711,-79.5347
Q3248924,Omar Hawsawi,SAU,OK_ciudad,es,link,Yeda,Q374365,SAU,21.5428,39.1728
Q21344522,Mohammed Al-Breik,SAU,OK_ciudad,en,link,Riad,Q3692,SAU,24.65,46.71
Q22278509,Mohamed Kanno,SAU,OK_ciudad,en,link,Khobar,Q311266,SAU,26.3,50.2167
Q28716544,Abdullah Al-Khaibari,SAU,OK_ciudad,es,link,Riad,Q3692,SAU,24.65,46.71
Q6893662,Muhannad Assiri,SAU,ciudad_sin_resolver,es,link,Muhayil,,,,
Q4680085,Adama Mbengue,SEN,OK_ciudad,es,link,Rufisque,Q1019424,SEN,14.714,-17.2723
Q20994107,Maxi Gómez,URY,OK_ciudad,es,link,Paysandú,Q309442,URY,-32.3218,-58.0892
Q57017726,Cameron Devlin,AUS,OK_ciudad,es,link,Sídney,Q3130,AUS,-33.8678,151.21
Q59205608,Antony,BRA,OK_ciudad,es,link,Q4035,Q4035,BRA,-23.5328,-46.7919
Q42728914,Rodrygo,BRA,OK_ciudad,es,link,Q4035,Q4035,BRA,-23.5328,-46.7919
Q38199356,Samuel Gouet,CMR,ciudad_sin_resolver,es,link,Ayos,Q609016,,,
Q21523253,Lawrence Ati-Zigi,GHA,OK_ciudad,en,link,Tamale,Q217040,GHA,9.4075,-0.8533
Q25939340,Gideon Mensah,GHA,OK_ciudad,en,link,Acra,Q3761,GHA,5.556,-0.1969
Q68110291,Salis Abdul Samed,GHA,OK_ciudad,es,link,Acra,Q3761,GHA,5.556,-0.1969
Q86269576,Kamaldeen Sulemana,GHA,OK_ciudad,es,link,Techiman,Q964069,GHA,7.5905,-1.9395
Q24006658,Salem Al-Hajri,QAT,OK_ciudad,en,link,Doha,Q3861,QAT,25.2861,51.5294
Q24007569,Yousef Hassan,QAT,OK_ciudad,es,link,Doha,Q3861,QAT,25.2861,51.5294
Q85202073,Naif Al-Hadhrami,QAT,OK_ciudad,es,link,Rayán,Q18576873,QAT,25.2919,51.4244
Q22541620,Sultan Al-Ghannam,SAU,ciudad_sin_resolver,es,link,Al Zulfi,,,,
Q28923551,Abdulrahman Al-Aboud,SAU,OK_ciudad,es,link,Dammam,Q160320,SAU,26.4333,50.1
Q47074246,Nasser Al-Dawsari,SAU,OK_ciudad,es,link,Riad,Q3692,SAU,24.65,46.71
Q98103661,Haitham Asiri,SAU,ciudad_sin_resolver,es,link,Muhayil,,,,
Q64433049,Moussa N'Diaye,SEN,OK_ciudad,en,link,Dakar,Q3718,SEN,14.6726,-17.432
Q50420882,Cho Yu-min,KOR,OK_ciudad,es,link,Dalseo-gu,Q50370,KOR,35.8281,128.5333
Q27469951,Michel Aebischer,CHE,OK_ciudad,es,link,Heitenried,Q68031,CHE,46.8276,7.3045
Q55286732,Noah Okafor,CHE,OK_ciudad,es,link,Binningen,Q69621,CHE,47.5333,7.5667
Q2409513,Youssef Msakni,TUN,OK_ciudad,en,link,Túnez,Q3572,TUN,36.8008,10.18
Q64010525,Aaron Hickey,GBR,OK_ciudad,es,link,Glasgow,Q4093,GBR,55.8611,-4.25
Q27064119,Abdul Mumin,GHA,solo_pais,es,link,Ghana,Q117,,7.9465,-1.0232
Q85040729,Aimar Sher,IRQ,OK_ciudad,en,link,Kirkuk,Q173310,IRQ,35.4667,44.4
Q47499724,Ali Majrashi,SAU,solo_pais,en,link,Saudi Arabia,Q851,SAU,23.7167,44.1167
Q96654340,Ali Yousif,IRQ,OK_ciudad,en,link,Bagdad,Q1530,IRQ,33.3153,44.3661
Q130495887,Amer Jamous,JOR,OK_ciudad,es,link,Sahab,Q1020853,JOR,31.8703,36.0048
Q106212969,Benjamin Asare,GHA,solo_pais,en,text,Ghana,Q117,,7.9465,-1.0232
Q130337999,Caleb Yirenkyi,GHA,ciudad_sin_resolver,es,link,Bechem,,,,
Q62006806,Callan Elliot,GBR,OK_ciudad,en,link,Dumfries,Q652035,GBR,55.0667,-3.6167
Q69523791,Emmanuel Agbadou,CIV,OK_ciudad,es,link,Abiyán,Q1515,CIV,5.3364,-4.0267
Q111584129,Ernest Nuamah,GHA,OK_ciudad,es,link,Kumasi,Q182059,GHA,6.7,-1.625
Q134513932,Hamza Abdelkarim,EGY,solo_pais,es,link,Egipto,Q79,EGY,27,29
Q23712679,Hassan Kadesh,SAU,OK_ciudad,es,link,Dammam,Q160320,SAU,26.4333,50.1
Q98937753,Hossam Abdelmaguid,EGY,OK_ciudad,es,link,El Cairo,Q85,EGY,30.0444,31.2358
Q130244944,Husam Abu Dahab,JOR,solo_pais,en,link,Jordan,Q810,JOR,31.2,36.5
Q45936149,Ibrahim Bayesh,IRQ,OK_ciudad,es,link,Bagdad,Q1530,IRQ,33.3153,44.3661
Q102399064,Igor Matanovic,DEU,OK_ciudad,es,link,Hamburgo,Q1055,,53.55,10
Q127514195,Ime Okon,ZAF,solo_pais,en,text,South Africa,Q258,ZAF,-29,24
Q43303848,Jacob Italiano,AUS,OK_ciudad,es,link,Perth,Q3183,AUS,-31.9558,115.8597
Q65964628,Jamie Leweling,DEU,OK_ciudad,es,link,Núremberg,Q2090,DEU,49.4539,11.0775
Q107806484,Kelvin Pires,CPV,OK_ciudad,es,link,Mindelo,Q495547,CPV,16.8914,-24.988
Q108000394,Lenny Joseph,FRA,OK_ciudad,es,link,París,Q90,FRA,48.8567,2.3522
Q124247293,Mohammad Abu Hasheesh,JOR,solo_pais,en,link,Iraq,Q796,IRQ,33,43
Q97698786,Moteb Al-Harbi,SAU,OK_ciudad,en,link,Riad,Q3692,SAU,24.65,46.71
Q107094087,Nathan Ngoy,BEL,OK_ciudad,es,link,Bruselas,Q239,BEL,50.8467,4.3517
Q64010197,Nicolas Seiwald,AUT,OK_ciudad,es,link,Kuchl,Q255581,AUT,47.6278,13.1472
Q106916460,Nishan Velupillay,AUS,OK_ciudad,es,link,Melbourne,Q3141,AUS,-37.8142,144.9631
Q130210573,Saed Al-Rosan,JOR,solo_pais,en,link,Jordan,Q810,JOR,31.2,36.5
Q133794425,Samukele Kabini,ZAF,solo_pais,en,link,South Africa,Q258,ZAF,-29,24
Q54232975,Shehab Ellethy,QAT,sin_birthplace_en_wiki,,,,,,,
Q23887828,Simon Banza,FRA,OK_ciudad,es,link,Creil,Q331087,FRA,49.2578,2.4828
Q106600820,Solomon Agbasi,GHA,solo_pais,en,link,Ghana,Q117,,7.9465,-1.0232
Q27671280,Sultan Al-Brake,QAT,OK_ciudad,es,link,Doha,Q3861,QAT,25.2861,51.5294
Q14948183,Théo Bongonda,BEL,OK_ciudad,es,link,Charleroi,Q81046,BEL,50.4167,4.4442
Q108858343,Tyrick Bodak,NLD,OK_ciudad,en,link,Almere,Q83178,NLD,52.3758,5.2256
Q109986890,Yassine Titraoui,DZA,OK_ciudad,en,link,M'Sila,Q402825,DZA,35.7058,4.5419
Q131100987,Yousef Qashi,DEU,solo_pais,en,link,Germany,Q183,DEU,51,10
Q64211871,Yusuf Abdurisag,QAT,OK_ciudad,es,link,Doha,Q3861,QAT,25.2861,51.5294
